name,discount_rate,base_price,price,unit_price_text,arrival_info,rating_total_cnt,reward_cash,image_url,amount,amount_unit,quantity,quantity_unit
"국내산 청경채, 1개, 300g",,,2970,(100g당990원),내일(일) 새벽도착 보장,592,149,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/377309492475412-1dd42dad-0f24-4de8-884a-396851e353e3.jpg,1.0,개,300.0,g
"국내산 GAP 청경채, 200g, 1개",20,2750,2200,"(100g당1,100원)",내일(일) 새벽도착 보장,23055,110,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6274320992488-0d343b98-eb28-46ab-b8ba-244c2440679b.jpg,200.0,g,1.0,개
"곰곰 청경채, 300g, 1개",,,2970,(100g당990원),,208,,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/508174170897679-a8dcbff1-59dc-40bc-9b1d-5b16eb659562.jpg,300.0,g,1.0,개
"곰곰 청경채, 600g, 1봉",11,6000,5330,(100g당888원),,53,,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1490810843296932-ce376044-2cc9-4844-9c5c-30a951d1c8e8.jpg,600.0,g,1.0,봉
"국내산 청경채, 2kg, 1개",,,11960,(100g당598원),,,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/efolddvx/2f4ad376af6f4e4cbe52531b0bec8d19.png,2.0,kg,1.0,개
"국내산 청경채, 4kg, 1개",,,14890,(100g당372원),,,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/efolddvx/2f4ad376af6f4e4cbe52531b0bec8d19.png,4.0,kg,1.0,개
"국내산 청경채, 4kg, 1개",,,14890,(100g당372원),,,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/efolddvx/2f4ad376af6f4e4cbe52531b0bec8d19.png,4.0,kg,1.0,개
"청경채 국내산, 1kg, 1개",,,7260,(100g당726원),,79,,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/861264383069234-f6339e1a-a0cb-42c9-9d20-7d4f01c50ff6.jpg,1.0,kg,1.0,개
"곰곰 국내산 청경채, 1개, 4kg",33,29900,20000,(100g당500원),,55,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4178375662712363-5490a91c-ea43-49d3-979b-323c980361e5.jpg,1.0,개,4.0,kg
"친환경 청경채, 1개, 150g",,,2700,"(100g당1,800원)",,172,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12564431021578465-de2f9ca2-5160-404c-a213-91b3ea5ec7a7.jpg,1.0,개,150.0,g
"국내산 청경채, 1개, 300g",,,2970,(100g당990원),,43,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/377309492475412-1dd42dad-0f24-4de8-884a-396851e353e3.jpg,1.0,개,300.0,g
"곰곰 청경채, 300g, 1개",,,2970,(100g당990원),,187,,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/508174170897679-a8dcbff1-59dc-40bc-9b1d-5b16eb659562.jpg,300.0,g,1.0,개
"국내산 청경채, 1kg, 1개",,,8870,(100g당887원),,198,,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/604766380531350-63d13572-e227-4830-b65b-21fc647e4f38.jpg,1.0,kg,1.0,개
"국내산 GAP 청경채, 300g, 1개",,,3300,"(100g당1,100원)",,229,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/84647305394305-f72d777e-21d0-46f3-86ac-a6d9bb0d2803.jpg,300.0,g,1.0,개
"국내산 GAP 청경채, 200g, 1개",20,2750,2200,"(100g당1,100원)",,311,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6274320992488-0d343b98-eb28-46ab-b8ba-244c2440679b.jpg,200.0,g,1.0,개
"청경채, 1팩, 150g",,,1650,"(100g당1,100원)",,110,,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/772868379108268-d27cf929-adec-43b4-b2fb-004667e775b7.jpg,1.0,팩,150.0,g
"곰곰 국내산 청경채, 1개, 2kg",26,18660,13800,(100g당690원),,129,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4178207906162682-d35d6ca0-1097-4129-ae51-fe478cfa2263.jpg,1.0,개,2.0,kg
"친환경 청경채, 150g, 1개",,,2700,"(100g당1,800원)",,3469,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/12564431021578465-de2f9ca2-5160-404c-a213-91b3ea5ec7a7.jpg,150.0,g,1.0,개
"완도 명품 자른미역, 500g, 1개",,,13900,(10g당278원),내일(일) 새벽도착 보장,20724,665,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8913910505254357-8c24c812-feaf-4d8d-9817-566f843e8cf9.jpg,500.0,g,1.0,개
"오뚜기 옛날 자른 미역, 50g, 1개",2,2480,2420,"(100g당4,840원)",내일(일) 새벽도착 보장,435,121,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1105661324153895-1970d442-eaea-4e73-922c-783b8ed72ea1.jpg,50.0,g,1.0,개
"미역줄기, 300g, 1개",,,2480,(10g당83원),내일(일) 새벽도착 보장,6166,124,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/23/16/4/209daf57-6223-482f-ab67-d529d22671e9.jpg,300.0,g,1.0,개
"곰곰 유기인증 자른미역, 120g, 1개",,,5690,(10g당474원),내일(일) 새벽도착 보장,20084,285,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5407959728197834-50488027-e7dc-403a-8c78-dd51cca6ea9f.jpg,120.0,g,1.0,개
"주일 간편한 한끼식사 자른미역, 15g, 3개",,,2980,(10g당662원),내일(일) 새벽도착 보장,51,149,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/561810917547731-e3eb01f7-4409-477e-bec9-359948db9b19.jpg,15.0,g,3.0,개
"오뚜기 옛날 미역, 100g, 1개",,,3690,"(100g당3,690원)",내일(일) 새벽도착 보장,3092,185,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2016/11/10/3000047904/9383f9e5-1597-42d1-8201-9802c4c3a382.jpg,100.0,g,1.0,개
"사랑해어 건실미역 (냉동), 300g, 1개",,,7230,(10g당241원),내일(일) 새벽도착 보장,16,361,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/ikkefozy/959fdf663a6e4ef3b426cbaded37c8c3.jpg,300.0,g,1.0,개
"곰곰 미역줄기, 300g, 1개",20,2350,1870,(10g당62원),내일(일) 새벽도착 보장,2584,94,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/30356231779053-df5f4002-2397-4486-9f9b-52d9a10d6d64.jpg,300.0,g,1.0,개
"바다맘 완도 자른 미역, 20g, 10개",,,10900,"(100g당5,450원)",내일(일) 새벽도착 보장,2731,545,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2012553462965503-11ae6cde-79e2-4dd8-a01f-11abc956daef.jpg,20.0,g,10.0,개
"기장 숙성 토종미역, 2kg, 1개",,,27900,(10g당140원),내일(일) 새벽도착 보장,2353,1395,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/12/04/14/6/d684bb6d-4a95-4c21-9f90-5a6d38e77b7f.jpg,2.0,kg,1.0,개
"주일상사 깨끗하게 씻은 냉국용 참미역, 70g, 1개",,,3230,(10g당461원),내일(일) 새벽도착 보장,1,161,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1118888524751240-38ff1c09-1ed4-4d24-bbb2-d3df49199006.jpg,70.0,g,1.0,개
"기장물산 진한국물 부드러운 실미역, 200g, 1개",,,7900,(10g당395원),내일(일) 새벽도착 보장,454,395,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/04/12/15/9/3daf109d-d54e-4fc6-a7cb-fd3af8f5838c.jpg,200.0,g,1.0,개
"간편한 한끼식사 자른미역 4봉, 60g, 1개",21,3780,2980,"(10g당1,987원)",내일(일) 새벽도착 보장,476,149,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/11/25/16/7/224b537f-a5cb-4b52-894a-aafe9757a814.jpg,60.0,g,1.0,개
"쇠미역, 300g, 1개",,,2480,(10g당83원),내일(일) 새벽도착 보장,3995,124,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/23/16/9/7b03f602-1ba5-4845-950a-c32b274190a7.jpg,300.0,g,1.0,개
"산모용 진도각 미역, 130g, 1봉",,,6520,(10g당502원),내일(일) 새벽도착 보장,1470,326,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/id92hz1b/70951a8b87fe481eb79130bbea6140b3.jpg,130.0,g,1.0,봉
"주일 40년 외길 중부시장 김종풍 염장곰피 쇠미역, 300g, 1개",,,2090,(10g당70원),내일(일) 새벽도착 보장,4,105,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/huahjzae/769213af6dba493d86b60ba7fbd056f9.jpg,300.0,g,1.0,개
"기장애 품질인증 명품 미역, 120g, 1개",2,7330,7120,(10g당593원),내일(일) 새벽도착 보장,4961,356,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/15/15/0/3ffb4512-68eb-434c-bef0-1624f849b17f.jpg,120.0,g,1.0,개
"어식백세 건실미역, 100g, 1개",,,3550,(10g당355원),내일(일) 새벽도착 보장,183,178,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/ecxyiflo/bb9ec0bfebc0441997478a5d56b56db1.jpg,100.0,g,1.0,개
"기장물산 유기식품 인증 냉채나 냉국용으로 좋은 자른 미역, 25g, 1개",20,2500,2000,(10g당800원),내일(일) 새벽도착 보장,104,100,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/03/17/14/3/a56f1a5a-45f7-4284-8a12-84a2dd5d8da1.jpg,25.0,g,1.0,개
"곰곰 완도 자른미역, 500g, 1봉",,,12710,,내일(일) 새벽도착 보장,413,635,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8045011191838705-9c880b6e-5995-44f8-9a7a-425debdc8615.jpg,500.0,g,1.0,봉
"주일 완도 명품 건실미역, 80g, 1개",,,2800,(10g당350원),내일(일) 새벽도착 보장,339,140,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/aaizmuky/de4c0d3b59cb447ab720bdddf17691d9.jpg,80.0,g,1.0,개
"곰곰 자른 미역, 100g, 1봉",3,3400,3290,,내일(일) 새벽도착 보장,2232,165,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4455937064392845-a87cd527-0b45-458c-b804-2467d13cae2b.jpg,100.0,g,1.0,봉
"염장 곰피 쇠미역, 1kg, 1개",,,4950,(10g당50원),내일(일) 새벽도착 보장,270,233,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/04/18/18/1/09525047-613c-4991-8890-269f6d4fa4ac.jpg,1.0,kg,1.0,개
"한봉씩 부드러운 자른미역, 5봉, 20g",,,4880,(10g당488원),내일(일) 새벽도착 보장,1187,244,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/11/18/9/e830c0ae-6dca-424a-8ff9-c46aa3750efc.jpg,5.0,봉,20.0,g
"안옥남 자르고 씻어나온 간편미역, 300g, 1개",5,10630,10080,"(100g당3,360원)",내일(일) 새벽도착 보장,1524,504,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1213753445669401-781e3ced-9bbd-457c-b615-b42f3891fca0.jpg,300.0,g,1.0,개
"주일 청정해초 장흥 염장미역줄기, 200g, 3개",5,3990,3790,(10g당63원),내일(일) 새벽도착 보장,9619,182,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/10/04/17/1/bb303381-d933-4ecb-ad41-9159b4cbc0f3.jpg,200.0,g,3.0,개
"주일 간편한 한끼식사 염장미역줄기, 200g, 1봉",,,1680,(10g당84원),내일(일) 새벽도착 보장,144,84,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/ysgncgkv/71f2e9a2e07d47c082fab8a2b82c3347.jpg,200.0,g,1.0,봉
"어식백세 미역줄기, 300g, 1개",,,1880,(10g당63원),내일(일) 새벽도착 보장,324,94,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/dkwc1oaj/e57a793423aa44e6b3de5e1eb081b389.jpg,300.0,g,1.0,개
"우리아이 튼튼 자른미역, 50g, 1개",,,2450,(10g당490원),내일(일) 새벽도착 보장,28,113,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/tnsmr1nj/a73a0069b347455399b6801021fad9f1.jpg,50.0,g,1.0,개
"기장물산 착한 미역, 100g, 1개",5,5500,5200,(10g당520원),내일(일) 새벽도착 보장,,260,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/2jyvyuqt/25fef6380f254539ae23a7d7659c8ef3.jpg,100.0,g,1.0,개
"고흥 금산미역, 150g, 1개",,,4920,(10g당328원),내일(일) 새벽도착 보장,5243,246,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/7qlf4le4/42fe26faeb8c4b4cb23602944b15279c.jpg,150.0,g,1.0,개
"손질해 간편한 자른미역줄기, 3kg, 1박스",,,9900,(10g당33원),내일(일) 새벽도착 보장,56,495,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/6wbmrqoz/3221a451166140d3b9c0b278d23093fb.jpg,3.0,kg,1.0,박스
"우리아이 튼튼 자른미역, 30g, 4개",,,5520,(10g당460원),내일(일) 새벽도착 보장,1209,276,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/10/18/13/3/21448196-6326-4931-bb23-30550058117e.jpg,30.0,g,4.0,개
"무결점 해풍맞은 완도자른미역, 40g, 3개입",,,6620,(10g당552원),내일(일) 새벽도착 보장,4499,331,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/335248344020693-245f43b2-892b-4e64-999a-a2cafaad387c.jpg,40.0,g,3.0,개입
"해맑은번영 간편한 씻어나온 생쇠미역 (냉동), 200g, 2팩",,,12100,(10g당303원),내일(일) 새벽도착 보장,671,605,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/09/21/16/9/2ca6c6e6-05a2-4db7-86e9-13e5d5fcbbf6.jpg,200.0,g,2.0,팩
"곰곰 염장 미역줄기, 200g, 3개",,,4030,(10g당67원),내일(일) 새벽도착 보장,1411,201,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2607259932208326-fc44746c-1be5-4c3d-b253-ddbe5df5f495.jpg,200.0,g,3.0,개
"기장물산 한봉씩 여덟봉 기장미역, 80g, 1개",5,6990,6640,(10g당830원),내일(일) 새벽도착 보장,350,332,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4591542369047865-e59cbea5-ebe4-4ea4-a9e7-97cadbd43703.jpg,80.0,g,1.0,개
"해품은 완도 미역, 100g, 3개",,,8900,(10g당297원),내일(일) 새벽도착 보장,1860,445,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/12/29/22/7/ec37fa3c-37a5-4519-b94a-19f3e1241b9d.jpg,100.0,g,3.0,개
"어식백세 쇠미역, 260g, 1개",,,2380,(10g당92원),내일(일) 새벽도착 보장,2,119,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/pnfc2zyt/c92ce7f7c2a74ae5bb6ae8cc39f0aaf7.jpg,260.0,g,1.0,개
"30년 미역명가 기장 숙성미역, 200g, 1개",9,5500,4990,(10g당250원),내일(일) 새벽도착 보장,77,235,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/896175554864824-8fb30a20-0234-4a22-89ba-88c105f82758.jpg,200.0,g,1.0,개
"주일 무결점 해풍맞은 완도미역귀, 200g, 1개",,,7900,(10g당395원),내일(일) 새벽도착 보장,136,395,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/10/04/17/3/9c0a787f-cff7-4884-9dfe-47d048213f05.jpg,200.0,g,1.0,개
"주일 울진 자연산 돌미역, 100g, 2봉",,,23900,"(10g당1,195원)",내일(일) 새벽도착 보장,253,1195,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/08/25/15/4/aef3b179-0aed-42ca-a53f-e9571798a544.jpg,100.0,g,2.0,봉
"유기식품 인증 부드러운 실미역, 75g, 1개",,,4200,(10g당560원),내일(일) 새벽도착 보장,1,210,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/76ywkoq9/01271b4bd1134c62a92cab680aa6a7ba.jpg,75.0,g,1.0,개
"유기 인증 부드러운 고흥산 자른미역 4개입, 80g, 1개",8,5000,4600,(10g당575원),내일(일) 새벽도착 보장,1,230,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/fbfekwww/1688fa7c6f1d40bfaca9826dca7a5107.jpg,80.0,g,1.0,개
"주일상사 자른 기장각 산모미역, 150g, 1개",,,10900,(10g당727원),내일(일) 새벽도착 보장,438,545,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/06/23/18/3/93fbe945-7f82-4e25-a003-c03e791dae21.jpg,150.0,g,1.0,개
"기장물산 품질 인증 해산 산모미역, 500g, 1개",,,38000,(10g당760원),내일(일) 새벽도착 보장,286,1800,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/11/18/2/3308cfad-b5c1-4cbe-8c9a-a68753d60d49.jpg,500.0,g,1.0,개
"유기 인증 자른미역, 140g(7개입), 1개",,,6990,(10g당499원),내일(일) 새벽도착 보장,5,350,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/nx3flqdj/c3e732b48cb04545b9708283d54bf141.jpg,140.0,g,1.0,개
"기장물산 미역귀가 들어있는 자른미역, 130g, 1개",,,6080,(10g당468원),내일(일) 새벽도착 보장,884,304,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/03/03/15/1/a5a276b4-69b9-480b-b854-ded237295721.jpg,130.0,g,1.0,개
"어식백세 자른미역, 100g, 1개",,,3460,(10g당346원),내일(일) 새벽도착 보장,14,173,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/ieu12ksl/289e2a1f040b45458ee6dd6945bd9e4c.jpg,100.0,g,1.0,개
"품질인증 기장 명품 미역, 100g, 1개",5,7000,6590,(10g당659원),내일(일) 새벽도착 보장,1,330,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2227526501114540-bec81dc0-386b-42a6-8318-b64a324d75ad.jpg,100.0,g,1.0,개
"어식백세 건실미역, 200g, 1개",2,6800,6630,(10g당332원),내일(일) 새벽도착 보장,4,331,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/xnfqygww/dce6fd63893e448ab286ef270bb9e111.jpg,200.0,g,1.0,개
"미역줄기, 300g, 1개",,,3290,(10g당110원),내일(일) 새벽도착 보장,3,165,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/127141638236076-f387d6d8-94d4-4d8f-93b3-8a90abcb0960.jpg,300.0,g,1.0,개
"염장미역, 3kg, 1박스",,,9900,(10g당33원),내일(일) 새벽도착 보장,25,495,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/jgxp37xk/72dba979ca524165ac2796d3c085eb3a.jpg,3.0,kg,1.0,박스
"제주마미 제주바당 돌미역 (냉동), 200g, 1개",,,5900,(10g당295원),내일(일) 새벽도착 보장,56,295,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5126039045629779-a3775bcf-59da-4049-99de-8e7182b16c0d.jpg,200.0,g,1.0,개
"주일 하트미역, 25g, 1개",,,2170,(10g당868원),내일(일) 새벽도착 보장,110,109,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/57785010165512-be95f301-324e-48a1-970b-1ba32316418a.jpg,25.0,g,1.0,개
"주일 하루반찬 염장미역줄기, 500g, 1개",,,3400,(10g당68원),내일(일) 새벽도착 보장,398,170,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2258095186378460-206d350a-0fe7-4a19-970e-cc9250514bd8.jpg,500.0,g,1.0,개
"지리적 표시 인증 기장애 진상품 미역, 50g, 1개",9,4300,3900,(10g당780원),내일(일) 새벽도착 보장,2,195,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/296040265932799-1ce5ce2c-f696-40ba-a9e3-b43f5f63e88e.jpg,50.0,g,1.0,개
"중부시장 김종풍 보들보들 건실미역, 50g, 1개",,,2900,(10g당580원),내일(일) 새벽도착 보장,20,145,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/02/24/14/3/8659a3a9-aa51-4700-bcc0-f9f7ea7196fb.jpg,50.0,g,1.0,개
"한봉씩 기장 숙성 염장 미역, 100g, 3봉",3,9250,8950,(10g당298원),내일(일) 새벽도착 보장,256,448,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/05/11/18/3/8cbb0d4e-3188-4dfd-9688-440b9e682987.jpg,100.0,g,3.0,봉
"탱글탱글 참미역 (냉동), 300g, 3팩",,,4900,(10g당54원),내일(일) 새벽도착 보장,471,245,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/01/14/6/b1210a7e-9251-424f-ae9f-648704df2602.jpg,300.0,g,3.0,팩
"풀무원 고기듬뿍 소고기 볶음 고추장, 360g, 1개",1,7210,7120,"(100g당1,978원)",내일(일) 새벽도착 보장,3560,356,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/23/15/4/f61c39f8-feca-463c-ba9b-8745beaba3d8.jpg,360.0,g,1.0,개
"비비드키친 저당 볶음고추장, 300g, 1개",6,6980,6500,"(100g당2,167원)",내일(일) 새벽도착 보장,97,297,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/sibi67zr/e65e0810782040b2b847a13e34bd1914.jpg,300.0,g,1.0,개
"권기옥 명인 웃말 한우 볶음 고추장, 500g, 1개",7,16980,15770,"(100g당3,154원)",내일(일) 새벽도착 보장,575,789,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/11/23/10/9/c5b6556c-e910-443c-8a8e-c960aacba42c.jpg,500.0,g,1.0,개
"순창문옥례식품 소고기 볶음고추장, 60g, 3개입",,,8760,"(100g당4,867원)",내일(일) 새벽도착 보장,235,438,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/269225452388795-c71a0d77-34fe-49b9-a33a-5fda81195b31.jpg,60.0,g,3.0,개입
"순창문옥례식품 한우소고기 볶음고추장, 250g, 1개",,,10900,"(100g당4,360원)",내일(일) 새벽도착 보장,374,545,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/11543614257701-2796a91d-589f-430f-835d-a90239de71a2.jpg,250.0,g,1.0,개
"설성목장 한우볶음고추장, 250g, 1개",,,14350,"(100g당5,740원)",내일(일) 새벽도착 보장,528,718,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/08/14/6/3c8c7212-896e-45d4-a647-43d6ad197fd9.jpg,250.0,g,1.0,개
"자연에찬 볶음고추장, 200g, 2개",,,14400,"(100g당3,600원)",내일(일) 새벽도착 보장,2,720,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/03/31/17/0/867983c9-4437-4a90-8362-36b4fa637efe.jpg,200.0,g,2.0,개
"한국맥꾸룸 맥 한우 볶음 고추장, 500g, 1개",,,30850,"(100g당6,170원)",내일(일) 새벽도착 보장,73,1543,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/11/21/10/0/a9f14d8d-f0b0-4a70-b485-5ad81dc34b68.jpg,500.0,g,1.0,개
"청정원순창 쇠고기볶음 고추장, 60g, 3개",,,5980,"(100g당3,322원)",내일(일) 새벽도착 보장,556,269,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/14412065131660359-58996544-81a3-4547-8048-962c2238cb36.jpg,60.0,g,3.0,개
"한국맥꾸룸 맥 표고버섯 볶음 고추장, 250g, 1개",,,11800,"(100g당4,720원)",내일(일) 새벽도착 보장,28,590,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/11/21/10/6/737dca29-1668-4ed4-b080-a5394faf6b8c.jpg,250.0,g,1.0,개
"한국맥꾸룸 맥 황태볶음 고추장, 250g, 1개",,,11800,"(100g당4,720원)",내일(일) 새벽도착 보장,49,590,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/11/21/10/6/4994b66b-c29e-4c41-94de-4798dfd0a0de.jpg,250.0,g,1.0,개
"기순도 한우 볶음고추장, 230g, 1개",,,15000,"(100g당6,522원)",내일(일) 새벽도착 보장,43,750,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/10400749346271439-4c71fce5-8756-4856-8035-9d321ac12cf6.jpg,230.0,g,1.0,개
"비비드키친 저당 볶음고추장, 300g, 1개",6,6980,6500,"(100g당2,167원)",,,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/sibi67zr/e65e0810782040b2b847a13e34bd1914.jpg,300.0,g,1.0,개
"풀무원 고기듬뿍 소고기 볶음 고추장, 360g, 1개",1,7210,7120,"(100g당1,978원)",,,,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/12/23/15/4/f61c39f8-feca-463c-ba9b-8745beaba3d8.jpg,360.0,g,1.0,개
"순창문옥례식품 한우소고기 볶음고추장, 250g, 1개",,,10900,"(100g당4,360원)",,,,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/11543614257701-2796a91d-589f-430f-835d-a90239de71a2.jpg,250.0,g,1.0,개
"설성목장 한우볶음고추장, 250g, 1개",,,14350,"(100g당5,740원)",,,,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/08/14/6/3c8c7212-896e-45d4-a647-43d6ad197fd9.jpg,250.0,g,1.0,개
"순창문옥례식품 소고기 볶음고추장, 60g, 3개입",,,8760,"(100g당4,867원)",,,,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/269225452388795-c71a0d77-34fe-49b9-a33a-5fda81195b31.jpg,60.0,g,3.0,개입
